股票代码,股票简称,开盘价,收盘价,最高价,最低价,成交量(股),涨跌幅(%),5日均线,10日均线,20日均线,30日均线,60日均线,MACD,BOLL上轨,BOLL中轨,BOLL下轨,kdj(k值),kdj(d值),kdj(j值),a股流通市值,所属行业,所属概念,买入信号,技术形态,上市天数
300016.SZ,北陆药业,10.02,9.86,10.22,9.83,9820835.0,-1.7,9.77,9.98,10.13,10.34,8.80,-0.25,10.84,10.13,9.42,39.98,39.75,40.44,3940937000.0,医药生物-化学制药-化学制剂,老龄化;生物医药;抗肿瘤;医保目录;基因测序;细胞免疫治疗;中医药;焦虑症;独角兽概念,dmi金叉,缩量||价跌量缩||月线长下影线,3457
000032.SZ,深桑达A,10.01,10.1,10.23,9.95,3392051.0,-0.2,9.98,10.05,10.17,10.04,9.14,-0.15,10.63,10.17,9.70,43.08,37.39,54.44,4153965000.0,信息设备-通信设备-终端设备,移动转售;高铁;节能照明;电子信息;无线充电;仪电仪表;安防;智慧城市;央企国资改革;年报预增;柔性屏,周线rsi金叉,缩量||阳线||价跌量缩,9303
000936.SZ,华西股份,10.01,9.8,10.02,9.78,25340735.0,-2.87,9.91,10.03,10.30,10.23,8.63,-0.33,11.14,10.30,9.46,23.95,24.1,23.66,8676671500.0,化工-化工合成材料-涤纶,中概股回归;金改;共享单车;人工智能;AI芯片;宁德时代概念;芯片概念;金控平台;涤纶;独角兽概念;知识产权保护;创投;参股券商;科创板IPO,wr超卖||周线cr金叉||月线dma金叉,缩量||价跌量缩||回调缩量,7191
002316.SZ,亚联发展,10.01,10.03,10.21,9.71,12109135.0,1.11,9.64,9.52,9.33,9.29,8.40,0.06,10.03,9.33,8.63,72.02,62.46,91.14,2942938800.0,信息服务-计算机应用-软件开发及服务,参股券商;电子信息;电子政务;云通信;5G;大数据;移动互联网;物联网;物联网感知层;金融科技;智能交通;移动支付;智慧城市;独角兽概念;数字中国,月线macd金叉||周线行情收盘价上穿5日||周线mtm金叉,放量||价升量缩||阳线,3417
603600.SH,永艺股份,10.01,10.02,10.1,9.88,906250.0,0.7,9.86,10.00,10.15,10.01,9.11,-0.2,10.78,10.15,9.52,36.83,31.56,47.38,2515771900.0,轻工制造-家用轻工-家具,沪股通,周线rsi金叉||月线dmi金叉,价升量缩||缩量||阳线,1546
000880.SZ,潍柴重机,10.0,10.18,10.43,9.91,6838449.0,0.79,9.96,9.95,9.65,9.35,8.73,-0.0,10.52,9.65,8.78,60.62,55.85,70.17,1375674300.0,机械设备-通用设备-内燃机,纳米;年报预增,cci买入信号||月线cci买入信号||月线dmi金叉,价升量涨||放量||阳线,7686
002326.SZ,永太科技,10.0,9.85,10.03,9.81,7748221.0,-1.2,9.88,10.03,9.72,9.65,8.95,-0.07,10.61,9.72,8.82,25.93,36.68,4.43,5303730800.0,化工-化学制品-氟化工及制冷剂,氟化工;新材料概念;萤石;车联网;生物医药;儿童医药医疗;深股通;电解液;生物农药;哮喘;OLED;OLED材料;锂电池;年报预增,wr超卖||月线boll突破中轨||月线roc买入信号,缩量||价跌量缩||回调缩量,3404
603022.SH,新通联,9.99,9.79,10.1,9.74,2145716.0,-0.2,9.74,9.77,9.81,10.02,8.78,-0.12,10.87,9.81,8.75,59.6,58.37,62.07,1958000000.0,轻工制造-包装印刷-包装印刷Ⅲ,智能终端,cci买入信号||周线rsi金叉||月线dmi金叉,缩量||价跌量缩||回调缩量,1431
600655.SH,豫园股份,9.97,9.9,9.99,9.89,6107415.0,-0.6,9.95,10.03,9.74,9.39,8.76,-0.09,10.63,9.74,8.85,30.53,45.0,1.58,14229488000.0,商业贸易-零售-专业连锁,互联网平台;老字号;黄金租赁;老八股;新零售;大消费;迪士尼;融资融券;沪股通;转融券标的;翡翠;小金属概念;黄金概念;MSCI预期;蚂蚁金服概念,wr超卖||月线roc买入信号||月线dmi金叉,缩量||价跌量缩||回调缩量,9724
600802.SH,福建水泥,9.97,10.33,10.58,9.97,44435288.0,4.03,9.86,9.97,9.46,9.20,8.50,0.03,10.67,9.46,8.24,54.82,54.35,55.75,3944755000.0,建筑材料-建筑材料-水泥制造,海峡西岸;循环经济;福建基建;无人岛开发;石灰石;平潭免税区;参股券商;融资融券;转融券标的;福建自贸区;水泥,cci买入信号||mtm金叉||skdj金叉,价升量涨||放量||阳线,9236
600572.SH,康恩贝,9.94,9.75,10.05,9.7,118424541.0,-4.22,9.95,10.17,10.16,9.94,8.28,-0.3,10.93,10.16,9.40,23.41,33.04,4.15,25940639000.0,医药生物-中药-中药Ⅲ,青蒿素;抗癌;小额贷款;医药电商;金改;抗肝癌;养老概念;智能医疗;融资融券;沪股通;转融券标的;医保目录;中医药;医疗改革;互联网+;仿制药;创新药;互联网医疗;工业大麻;MSCI预期,wr超卖,缩量||价跌量缩||回调缩量,5484
600992.SH,贵绳股份,9.94,9.59,9.95,9.56,4904766.0,-3.03,9.67,9.59,9.57,9.27,8.78,-0.05,9.94,9.57,9.20,60.53,56.32,68.95,2350413100.0,机械设备-通用设备-金属制品,贵州国资改革;地方国资改革;国产航母;黑洞概念,月线roc买入信号||月线dmi金叉,缩量||价跌量缩||回调缩量,5452
002246.SZ,北化股份,9.92,10.19,10.27,9.84,12973540.0,2.21,9.95,10.10,9.81,9.28,8.27,-0.16,11.16,9.81,8.45,26.5,31.1,17.3,4584446000.0,化工-化学制品-民爆用品,航天军工;军民融合;硝酸;TDI;军工;央企国资改革,skdj金叉||月线macd金叉||月线boll突破中轨,价升量涨||缩量||阳线,3969
000639.SZ,西王食品,9.9,10.04,10.22,9.84,7851703.0,1.62,9.90,10.04,10.07,9.67,8.78,-0.22,10.87,10.07,9.26,36.35,31.07,46.93,7741041500.0,农林牧渔-农产品加工-粮油加工,地沟油概念;食品安全;有机食品;阿里巴巴概念;商品新零售;新零售;食用油;健康中国;保健品;白马股;深股通,行情收盘价上穿5日||kdj金叉,价升量涨||缩量||阳线,8178
002251.SZ,步步高,9.9,9.84,10.04,9.83,5710607.0,-0.91,9.94,10.03,9.87,9.72,9.18,-0.1,10.48,9.87,9.26,31.64,42.86,9.2,7905039100.0,商业贸易-零售-百货零售,收入改革;高考;双十一;移动购物;跨境电商;融资融券;深股通;商超百货;转融券标的;京东概念;消费金融;腾讯概念;新零售;电子商务;移动支付,wr超卖,缩量||价跌量缩||回调缩量,3955
002561.SZ,徐家汇,9.9,9.79,9.91,9.74,2285149.0,-1.01,9.79,9.79,9.66,9.59,9.02,-0.04,10.14,9.66,9.18,49.04,45.26,56.59,3888095000.0,商业贸易-零售-百货零售,明星参股概念;移动购物;融资融券;商超百货;转融券标的;新零售;地方国资改革;上海国资改革,月线macd金叉||周线行情收盘价上穿5日,缩量||价跌量缩||回调缩量,2968
300511.SZ,雪榕生物,9.9,9.76,10.04,9.71,5553750.0,-2.5,9.54,9.23,8.84,8.77,7.83,0.17,9.88,8.84,7.79,80.48,80.52,80.38,1977126700.0,农林牧渔-种植业与林业-粮食种植,海底捞概念,周线boll突破上轨||月线boll突破中轨||月线dmi金叉,缩量||价跌量缩||上升通道,1079
002408.SZ,齐翔腾达,9.88,9.74,10.09,9.69,31321635.0,-1.52,9.66,9.56,9.07,8.87,7.99,0.08,10.27,9.07,7.88,51.89,53.55,48.59,16945514000.0,化工-化工新材料-聚氨酯,可降解塑料;融资融券;深股通;转融券标的;丁二烯;MTBE;甲乙酮;油品升级;环氧丙烷;氢能源;证金持股,月线bias买入信号||月线rsi金叉||月线mtm金叉,缩量||价跌量缩||旗形,3257
002529.SZ,海源复材,9.88,10.58,10.58,9.88,15086587.0,9.98,9.53,9.35,8.99,8.85,8.02,0.19,10.05,8.99,7.94,87.51,77.79,106.93,2116000000.0,有色金属-新材料-非金属新材料,3D打印;福建基建;新能源汽车;宁德时代概念;碳纤维;蔚来汽车概念;独角兽概念;高端装备;科创板预期,boll突破上轨||月线cr金叉||周线boll突破上轨,价升量涨||放量||阳线,3037
600234.SH,ST山水,9.88,10.06,10.42,9.77,1598851.0,1.21,9.95,9.62,8.85,8.39,7.82,0.22,10.58,8.85,7.11,78.79,81.1,74.18,2036605600.0,综合-综合-综合Ⅲ,电子信息;ST板块;网络游戏;壳资源,rsi金叉||月线macd金叉||月线roc买入信号,价升量涨||缩量||阳线,6881
600898.SH,国美通讯,9.88,9.96,10.07,9.75,5610697.0,0.81,9.77,9.74,9.62,9.57,8.92,-0.01,10.26,9.62,8.99,55.6,50.25,66.29,2515137200.0,信息设备-通信设备-终端设备,黄光裕概念,cci买入信号,价升量缩||缩量||阳线,8400
300200.SZ,高盟新材,9.87,9.73,9.87,9.7,2794995.0,-1.62,9.73,9.66,9.23,9.04,8.37,0.05,10.27,9.23,8.19,41.27,51.14,21.53,1977120100.0,化工-化工新材料-聚氨酯,轨道交通;高铁;年报预增,月线cr金叉||月线cci买入信号||月线vr买入信号,缩量||价跌量缩||旗形,2933
300405.SZ,科隆股份,9.87,9.71,9.95,9.64,2544655.0,-2.12,9.78,9.89,9.56,9.37,8.63,-0.06,10.40,9.56,8.71,38.15,48.4,17.66,1287546000.0,化工-化学制品-其他化学制品,证金持股,月线cr金叉,缩量||价跌量缩||回调缩量,1631
000852.SZ,石化机械,9.86,9.75,9.94,9.71,7717611.0,-1.52,9.87,10.01,9.70,9.46,8.62,-0.12,10.55,9.70,8.84,32.04,47.56,0.99,5832037500.0,机械设备-专用设备-冶金矿采化工设备,致密气;油页岩;煤层气;油气装备;雄安地热;海洋经济;雄安新区;中部崛起;两桶油改革;一带一路;页岩气;高端装备;油品改革;天然气;可燃冰;海工装备;央企国资改革;证金持股,wr超卖||周线cr金叉||月线boll突破中轨,缩量||价跌量缩||回调缩量,7448
002037.SZ,久联发展,9.86,9.7,9.86,9.69,3936770.0,-1.62,9.79,9.94,9.98,9.97,9.51,-0.12,10.51,9.98,9.46,28.24,36.94,10.84,3175471200.0,化工-化学制品-民爆用品,西部开发;军工;成泉资本持股;央企国资改革;年报预增,wr超卖,缩量||价跌量缩||回调缩量,5335
601579.SH,会稽山,9.86,9.88,9.98,9.85,2677835.0,0.0,9.87,10.01,9.96,9.94,9.63,-0.08,10.30,9.96,9.62,24.18,31.45,9.64,3952000000.0,食品饮料-饮料制造-黄酒,机构重仓,行情收盘价上穿5日||月线dmi金叉,缩量||阳线||倒锤阳线,1697
002099.SZ,海翔药业,9.85,10.53,10.64,9.85,157684270.0,4.99,9.74,9.62,8.06,7.32,6.04,0.33,11.52,8.06,4.60,60.72,67.38,47.41,16900420000.0,医药生物-化学制药-化学原料药,焦虑症;医疗改革;兽药;抗癌;融资融券;深股通;转融券标的;分散染料;年报预增;流感,月线boll突破上轨||月线dma金叉,放量||价升量缩||阳线,4496
002187.SZ,广百股份,9.85,9.73,9.86,9.69,2197223.0,-0.92,9.68,9.65,9.52,9.40,9.01,0.0,9.91,9.52,9.14,73.28,71.06,77.73,3331771600.0,商业贸易-零售-百货零售,商超百货;新零售;电子商务;广东国资改革;地方国资改革;粤港澳大湾区,月线cci买入信号||月线boll突破中轨||月线roc买入信号,缩量||价跌量缩||回调缩量,4165
601900.SH,南方传媒,9.85,9.78,9.85,9.63,5081341.0,-0.81,9.64,9.65,9.63,9.59,9.24,-0.0,10.07,9.63,9.20,61.57,51.37,81.98,8698820500.0,信息服务-传媒-平面媒体,文化传媒;平面媒体,周线行情收盘价上穿5日||周线rsi金叉||周线mtm金叉,放量||阴线||价跌量升,1158
002636.SZ,金安国纪,9.82,9.57,9.88,9.57,7803970.0,-3.04,9.79,9.86,9.79,9.66,8.95,-0.15,10.61,9.79,8.97,44.27,45.3,42.21,2357949500.0,电子-半导体及元件-印制电路板,电子信息;元器件;深股通;覆铜板,行情收盘价上穿5日||skdj金叉||kdj金叉,缩量||价跌量缩||回调缩量,2701
300054.SZ,鼎龙股份,9.82,9.7,9.92,9.64,7149799.0,-1.72,9.80,10.04,10.08,9.90,8.79,-0.26,10.74,10.08,9.43,20.31,27.54,5.87,6667163300.0,化工-化学制品-其他化学制品,蓝宝石;中部崛起;OLED;深股通;芯片材料;芯片设计;芯片概念;集成电路概念;柔性屏,wr超卖||月线dmi金叉,缩量||价跌量缩||回调缩量,3353
000066.SZ,中国长城,9.81,9.97,10.35,9.66,100042848.0,1.53,9.86,10.04,10.22,9.57,7.84,-0.39,11.11,10.22,9.32,29.18,30.08,27.38,24832452000.0,信息设备-计算机设备-计算机设备Ⅲ,触摸屏;电子信息;车联网;光伏概念;TMT;数字货币;深股通;挖矿设备;智慧城市;大数据;人工智能;谷歌概念;国改双百行动;军民融合;军工;云计算;区块链;网络安全;央企国资改革;海工装备;互联网医疗;MSCI预期,行情收盘价上穿5日||周线rsi金叉,价升量涨||缩量||阳线,7966
600153.SH,建发股份,9.81,9.67,9.88,9.64,24057909.0,-1.02,9.60,9.62,9.26,9.09,8.52,0.02,10.15,9.26,8.37,55.95,60.57,46.72,27416389000.0,交通运输-物流-物流Ⅲ,外贸;参股360;海峡西岸;融资融券;沪股通;转融券标的;MSCI概念;地方国资改革;福建自贸区;证金持股,月线boll突破中轨,缩量||价跌量缩||回调缩量,7611
600379.SH,宝光股份,9.81,10.6,10.6,9.67,11498629.0,9.96,9.56,9.18,8.82,8.62,7.83,0.25,9.96,8.82,7.67,81.93,76.65,92.49,2500097600.0,机械设备-电气设备-输变电设备,仪电仪表;智能电网;央企国资改革;氢能源,skdj金叉||kdj金叉||月线cci买入信号,价升量涨||放量||阳线,6301
000502.SZ,绿景控股,9.8,9.7,9.86,9.62,2596300.0,-1.72,9.88,9.86,9.76,9.29,8.36,-0.15,10.57,9.76,8.96,33.93,45.07,11.65,1778483900.0,房地产-房地产开发-房地产开发Ⅲ,人工智能;壳资源,wr超卖||dmi金叉||月线vr买入信号,缩量||价跌量缩||回调缩量,9642
002252.SZ,上海莱士,9.8,9.89,10.25,9.53,79557804.0,0.92,9.71,9.90,9.85,9.91,8.69,-0.15,10.52,9.85,9.18,32.41,35.67,25.87,49178906000.0,医药生物-生物制品-生物制品Ⅲ,股权转让;血液制品;融资融券;深股通;转融券标的;流感,skdj金叉||boll突破中轨||月线bias买入信号,价升量涨||缩量||阳线,3951
300265.SZ,通光线缆,9.8,10.3,10.5,9.8,16425639.0,5.32,9.80,9.85,10.02,9.87,9.50,-0.07,10.78,10.02,9.26,53.38,39.64,80.87,3468624700.0,机械设备-电气设备-其他电力设备,光纤;特高压;大上海;电缆;光纤光缆;航空航天;军民融合;5G;军工;光通信设备,rsi金叉||boll突破中轨||周线roc买入信号,价升量涨||放量||阳线,2771
002128.SZ,露天煤业,9.79,9.69,9.82,9.65,10414447.0,-1.02,9.72,9.81,9.49,9.31,8.61,-0.07,10.38,9.49,8.60,36.46,47.01,15.34,15837078000.0,采掘-煤炭开采加工-煤炭开采Ⅲ,抗寒;中电投合并;动力煤;抗旱;融资融券;深股通;转融券标的;光伏概念;有色铝;证金持股;风电,月线cci买入信号||月线boll突破中轨||月线roc买入信号,缩量||价跌量缩||回调缩量,4383
002075.SZ,沙钢股份,9.78,9.7,9.83,9.66,17950459.0,-0.1,9.71,9.86,10.01,10.25,9.31,-0.18,10.59,10.01,9.43,21.05,25.1,12.96,21405676000.0,黑色金属-钢铁-特钢,螺纹钢;大数据;云计算;深股通;新基建;融资融券;转融券标的;年报预增,wr超卖||月线bias买入信号,缩量||价跌量缩||回调缩量,4558
002403.SZ,爱仕达,9.78,9.7,9.8,9.68,2889185.0,0.1,9.60,9.72,9.63,9.63,9.12,-0.06,10.11,9.63,9.16,41.45,42.8,38.77,2842394600.0,家用电器-白色家电-小家电,土地流转;互联网保险;空气净化;家用电器;新零售;工业机器人;互联网+;机器人概念;独角兽概念,月线macd金叉||周线行情收盘价上穿5日||周线rsi金叉,价升量缩||缩量||阴线,3264
603979.SH,金诚信,9.78,9.65,9.81,9.6,3843508.0,-1.73,9.77,9.94,9.51,9.32,8.68,-0.08,10.69,9.51,8.34,31.04,44.3,4.51,5629891400.0,采掘-采掘服务-其他采掘服务,磷化工,wr超卖||月线cci买入信号||月线boll突破中轨,缩量||价跌量缩||旗形,1388
002136.SZ,安纳达,9.77,9.68,9.84,9.55,4703569.0,-1.43,9.73,9.93,9.50,9.42,8.85,-0.04,10.54,9.50,8.47,26.43,37.42,4.44,2071610600.0,化工-化学制品-其他化学制品,锂电池;忆阻器;纳米纸;钛白粉,wr超卖,缩量||价跌量缩||旗形,4341
300465.SZ,高伟达,9.77,9.78,9.97,9.62,16510680.0,-0.2,9.82,9.99,9.63,9.30,7.98,-0.2,11.16,9.63,8.09,32.88,38.86,20.92,4173008600.0,信息服务-计算机应用-软件开发及服务,供应链金融;互联网金融;金融科技;广告营销;文化传媒;区块链应用;数字中国;大数据;物联网应用层;蚂蚁金服概念;征信;国产软件;物联网;区块链;年报预增,月线cr金叉||月线dmi金叉,缩量||阳线||价跌量缩,1421
600874.SH,创业环保,9.77,9.58,9.78,9.56,9433068.0,-1.84,9.65,9.83,10.05,9.94,9.22,-0.21,10.75,10.05,9.35,24.39,26.48,20.2,10415648400.0,公用事业-燃气水务-水务Ⅲ,排水;环渤海;新能源;雄安新区;滨海新区;再生水;循环经济;融资融券;沪股通;转融券标的;PPP概念;美丽中国;天津国资改革;地方国资改革;污水处理;雄安环保;京津冀一体化;节能环保;证金持股,wr超卖,缩量||价跌量缩||回调缩量,8693
002573.SZ,清新环境,9.76,9.56,9.83,9.55,12393220.0,-2.15,9.59,9.78,9.68,9.63,8.68,-0.15,10.31,9.68,9.05,36.91,43.62,23.49,10311792900.0,公用事业-环保工程-环保工程及服务,再生水;PM2.5;天然气;工业节水;美丽中国;废气处理;京津冀一体化;脱硫脱硝;融资融券;深股通;转融券标的;安邦系;雄安新区;雄安环保;节能环保;数字孪生,月线bias买入信号||月线kdj超卖||月线mtm金叉,缩量||价跌量缩||月线长下影线,2918
002046.SZ,轴研科技,9.75,9.68,9.99,9.5,7333135.0,-1.63,9.78,9.41,9.10,8.86,7.94,0.08,10.03,9.10,8.17,69.28,71.1,65.63,3956209500.0,机械设备-通用设备-机械基础件,铁路基建;机床制造;中原经济区;高端装备;央企控股;军工;军民融合;乡村振兴;农机;超硬材料;央企国资改革,月线cci买入信号||月线roc买入信号,缩量||价跌量缩||回调缩量,5075
002485.SZ,希努尔,9.75,9.52,9.85,9.45,15808272.0,-3.06,9.56,9.27,8.77,8.62,7.92,0.18,10.04,8.77,7.50,68.83,75.01,56.49,5178880000.0,纺织服装-服装家纺-男装,股权转让;人民币贬值受益;年报预增;机构重仓,月线bias买入信号||月线rsi金叉||月线vr买入信号,缩量||价跌量缩||旗形,3107
300477.SZ,合纵科技,9.75,9.42,9.75,9.32,8372160.0,-2.99,9.48,9.67,9.69,9.89,9.58,-0.09,10.42,9.69,8.95,26.56,31.4,16.89,2986210100.0,机械设备-电气设备-输变电设备,智能电网;正极材料;钴;小金属概念;锂电池;深股通,wr超卖||月线bias买入信号||月线kdj超卖,缩量||价跌量缩||回调缩量,1408
601137.SH,博威合金,9.74,9.72,9.8,9.63,2727454.0,0.52,9.80,9.93,9.68,9.63,8.59,-0.14,10.41,9.68,8.95,32.61,50.68,-3.54,5481385700.0,有色金属-有色冶炼加工-铜,新材料概念;4D打印;外贸;铜;新能源;富士康概念;多晶硅;太阳能;5G;光伏概念;华为概念,wr超卖||dmi金叉||月线macd金叉,价升量缩||缩量||阴线,3003
601611.SH,中国核建,9.74,9.62,9.74,9.6,12289029.0,-1.03,9.74,9.75,9.56,9.39,8.37,-0.12,10.28,9.56,8.83,32.87,44.71,9.18,9252516000.0,建筑材料-建筑装饰-基础建设,核电;军工;国改双百行动;中字头股票;证金持股;央企国资改革;一带一路;长三角一体化,wr超卖||月线cr金叉||月线cci买入信号,缩量||价跌量缩||回调缩量,1046
000537.SZ,广宇发展,9.73,9.55,9.76,9.38,14453986.0,-1.65,9.75,9.96,9.64,9.36,8.53,-0.17,10.74,9.64,8.53,29.77,43.72,1.88,3876782500.0,房地产-房地产开发-房地产开发Ⅲ,环渤海;土地流转;滨海新区;融资融券;转融券标的;白马股;深股通;海南自贸区;央企国资改革,wr超卖,缩量||回调缩量||阴线,9260
600295.SH,鄂尔多斯,9.73,9.61,9.75,9.59,5942713.0,-0.93,9.64,9.84,9.60,9.45,8.78,-0.11,10.30,9.60,8.90,29.31,38.89,10.15,5881320000.0,采掘-石油矿业开采-其他采掘Ⅲ,羊绒;多晶硅;金属锰;硅铁;分布式发电;沪股通;小金属概念;年报预增;机构重仓,月线cr金叉,缩量||回调缩量||阴线,6566
000821.SZ,京山轻机,9.72,9.61,9.79,9.59,6346787.0,-1.23,9.56,9.58,9.67,9.84,9.12,-0.08,10.06,9.67,9.28,48.77,44.09,58.14,4440762500.0,机械设备-专用设备-印刷包装机械,锂电池;工业4.0;人工智能;光伏概念;大疆创新概念;赛马概念;特斯拉;独角兽概念,月线macd金叉||月线cr金叉,缩量||价跌量缩||月线长下影线,7601
002100.SZ,天康生物,9.72,10.07,10.51,9.53,44778389.0,3.6,9.64,9.67,9.30,9.11,7.60,-0.1,10.46,9.30,8.14,55.96,52.81,62.27,9701583700.0,农林牧渔-农产品加工-饲料Ⅲ,新疆振兴;冠状病毒;西尼罗病毒;手足口病疫苗;新疆建设兵团;水产品;生物疫苗;兽药;黄豆;炭疽;物联网;禽流感;大豆;猪瘟疫情;地方国资改革;猪肉;饲料;新基建,cci买入信号||skdj金叉||kdj金叉,价升量涨||放量||阳线,4496
603601.SH,再升科技,9.72,9.57,9.78,9.51,5300744.0,-0.31,9.57,9.49,9.31,9.19,8.49,-0.03,9.96,9.31,8.65,44.85,49.12,36.31,5173758200.0,化工-化工新材料-玻纤,PM2.5;空气净化;节能环保,月线macd金叉,放量||价跌量缩||阴线,1547
600673.SH,东阳光,9.71,9.65,9.75,9.57,15333963.0,-0.52,9.84,9.67,9.53,9.37,9.04,0.01,10.02,9.53,9.03,59.24,64.51,48.69,23728638000.0,有色金属-有色冶炼加工-铝,生物医药;达菲;胰岛素;铝材加工;融资融券;沪股通;转融券标的;有色铝;铝电解电容;锂电池;新材料概念;MSCI预期,月线macd金叉||月线roc买入信号||月线mtm金叉,缩量||价跌量缩||回调缩量,9344
002203.SZ,海亮股份,9.7,9.78,9.85,9.6,15599849.0,1.66,9.53,9.38,9.11,8.90,8.36,0.07,9.90,9.11,8.33,86.81,83.2,94.04,15978936000.0,有色金属-有色冶炼加工-铜,海水淡化;特斯拉;稀有金属;海洋经济;再生金属;工业4.0;涉矿;铜;铜冶炼;钒电池;融资融券;深股通;钴;转融券标的;小金属概念,月线boll突破上轨||月线macd金叉||月线cci买入信号,价升量涨||放量||阳线,4110
601886.SH,江河集团,9.7,9.3,10.14,9.3,28366847.0,-4.62,9.51,9.43,9.40,9.33,8.62,-0.05,9.96,9.40,8.83,54.72,60.01,44.13,10732665000.0,建筑材料-建筑装饰-装饰园林,幕墙;健康中国;参股民营银行;融资融券;转融券标的;眼科医疗;民营医院,周线skdj金叉,放量||阴线||长上影线,2800
000815.SZ,美利云,9.68,9.23,9.68,9.15,9796333.0,-4.45,9.54,9.50,9.13,9.06,8.31,-0.0,10.14,9.13,8.12,37.96,50.02,13.83,2924064000.0,轻工制造-造纸-造纸Ⅲ,涉矿;循环经济;人民币升值;造纸转暖;深股通;双胶纸;光伏概念;云计算;大数据;纸浆;央企国资改革,月线macd金叉,放量||阴线||价跌量升,7618
603855.SH,华荣股份,9.68,9.61,9.71,9.61,1378147.0,-0.42,9.60,9.67,9.53,9.46,8.95,-0.06,9.97,9.53,9.10,30.43,40.08,11.12,1936799400.0,机械设备-专用设备-其它专用机械,光伏概念;太阳能,行情收盘价上穿5日,缩量||回调缩量||阴线,694
300296.SZ,利亚德,9.65,9.39,9.65,9.37,26194339.0,-2.09,9.58,9.61,9.25,9.14,8.35,-0.07,10.36,9.25,8.15,31.61,44.66,5.49,16996863000.0,电子-光学光电子-LED,OLED;文化传媒;虚拟现实;小间距LED;增强现实;深股通;节能照明;裸眼3D;融资融券;转融券标的;兜底增持;MSCI预期;超清视频,wr超卖||月线cr金叉||月线mtm金叉,缩量||回调缩量||阴线,2590
300330.SZ,华虹计通,9.65,9.61,9.8,9.61,2392502.0,-0.52,9.60,9.62,9.54,9.47,8.39,-0.12,9.90,9.54,9.19,49.91,51.62,46.49,1611641200.0,信息服务-计算机应用-软件开发及服务,交通一卡通;轨道交通;物联网感知层;物联网;地方国资改革;上海国资改革;国产软件;证金持股,vr买入信号||周线mtm金叉||月线boll突破中轨,缩量||回调缩量||阴线,2494
600618.SH,氯碱化工,9.65,9.48,9.74,9.45,7046680.0,-1.97,9.57,9.86,9.34,8.98,8.09,-0.15,10.66,9.34,8.03,25.18,37.78,-0.01,7108483000.0,化工-基础化学-氯碱,PVC;氟化工;4D打印;液氯;地方国资改革;MDI;上海国资改革;烧碱;机构重仓;证金持股,wr超卖||月线macd金叉||月线boll突破中轨,缩量||价跌量缩||旗形,9652
603028.SH,赛福天,9.65,9.6,9.85,9.58,2916959.0,-0.93,9.48,9.54,9.15,9.00,8.60,0.05,10.07,9.15,8.23,46.2,50.58,37.42,2119680000.0,机械设备-通用设备-金属制品,壳资源,月线cci买入信号||月线boll突破中轨||月线roc买入信号,缩量||价跌量缩||回调缩量,1113
603958.SH,哈森股份,9.65,9.88,10.26,9.65,7653936.0,3.13,9.60,9.66,9.54,9.37,8.76,-0.06,10.00,9.54,9.09,55.06,53.69,57.79,652070080.0,纺织服装-服装家纺-鞋帽,她经济;台湾概念股,cci买入信号||kdj金叉||rsi金叉,价升量涨||放量||阳线,1023
002581.SZ,未名医药,9.64,9.31,9.64,9.3,19391151.0,-0.21,9.53,9.75,9.10,8.89,7.78,-0.1,10.95,9.10,7.25,34.16,49.93,2.62,3731352400.0,医药生物-生物制品-生物制品Ⅲ,中概股回归;生物医药;新型杀菌剂;深股通;高校;生物疫苗;超级真菌,月线macd金叉||月线kdj超卖,缩量||价跌量缩||回调缩量,2890
002309.SZ,中利集团,9.62,9.65,9.74,9.59,9046332.0,0.1,9.57,9.81,10.24,9.99,9.16,-0.31,11.36,10.24,9.11,26.64,21.14,37.63,6773330300.0,机械设备-电气设备-电源设备,分布式发电;智能电网;一带一路;新能源;锂电池;深股通;光纤;太阳能;光纤光缆;5G;光伏概念;华为概念,月线bias买入信号||月线cr金叉,价升量缩||缩量||阳线,3429
300407.SZ,凯发电气,9.62,9.31,9.7,9.3,5131892.0,-4.12,9.51,9.55,9.60,9.25,8.47,-0.18,10.62,9.60,8.57,39.7,37.83,43.46,1599721700.0,机械设备-电气设备-电气自控设备,京津冀一体化;铁路基建;雄安新区;轨道交通;高铁;雄安交通,wr超卖||月线dmi金叉,缩量||回调缩量||阴线,1597
600766.SH,园城黄金,9.62,9.4,9.65,9.4,10386590.0,-2.89,9.55,9.79,9.93,10.04,9.22,-0.22,10.61,9.93,9.24,21.98,30.56,4.81,2104961500.0,有色金属-有色冶炼加工-黄金,涉矿;股权转让;小金属概念;黄金概念;壳资源,wr超卖||dmi金叉,缩量||价跌量缩||回调缩量,8207
002010.SZ,传化智联,9.61,9.36,9.65,9.32,15620992.0,-3.11,9.36,9.51,9.24,8.88,8.16,-0.1,10.30,9.24,8.18,25.47,34.28,7.84,29789621000.0,交通运输-物流-物流Ⅲ,光热;雄安新区;国开行;互联网大会;新能源物流车;丁二烯;分散染料;深股通;区块链底层;新能源整车;新能源汽车;区块链应用;车联网;智能物流;区块链;移动支付;MSCI预期;机构重仓,wr超卖||月线mtm金叉,缩量||价跌量缩||旗形,5406
