股票代码,股票简称,开盘价,收盘价,最高价,最低价,成交量(股),涨跌幅(%),5日均线,10日均线,20日均线,30日均线,60日均线,MACD,BOLL上轨,BOLL中轨,BOLL下轨,kdj(k值),kdj(d值),kdj(j值),a股流通市值,所属行业,所属概念,上市天数,技术形态
002467.SZ,二六三,9.23,8.82,9.23,8.8,51315997.0,-6.17,8.92,8.81,8.27,7.80,6.75,-0.04,10.42,8.27,6.11,46.34,49.89,39.24,5652397800.0,信息服务-通信服务-通信运营Ⅲ,SAAS;云通信;移动转售;小米概念;移动互联网;电子信息;在线教育;虚拟现实;虚拟运营商;融资融券;转融券标的;物联网;VR平台;物联网传输层;电信业整合;互联网+;网络直播;年报预增;高送转;区块链,3149,放量||价跌量缩||阴线
600318.SH,新力金融,9.23,9.19,9.4,9.09,9114304.0,-2.03,9.66,9.64,9.40,9.44,8.72,-0.09,10.28,9.40,8.53,35.03,49.65,5.79,4447960000.0,金融服务-保险及其他-多元金融,安徽城镇化;新型城镇化;纳米;融资租赁;合肥迪士尼;保障房;债转股;新材料概念;融资融券;农村金融;转融券标的;P2P概念;互联网+;互联网金融;供销社,6710,缩量||价跌量缩||回调缩量
600995.SH,文山电力,9.23,8.96,9.24,8.96,9487059.0,-2.18,9.31,9.19,8.81,8.63,7.95,-0.02,9.77,8.81,7.86,54.66,65.55,32.86,4287596500.0,公用事业-电力-水电,西电东送;电力改革;年报预增,5425,缩量||价跌量缩||回调缩量
000665.SZ,湖北广电,9.22,9.38,9.83,9.15,21209335.0,1.3,9.33,9.25,9.39,9.52,8.77,-0.09,9.83,9.39,8.95,50.67,45.5,61.0,6389615900.0,信息服务-通信服务-有线电视网络,文化传媒;云计算;智能电视;纳米;中部崛起;三网融合;虚拟现实;宽带中国;油价下调;蚂蚁金服概念;融资融券;广播电视;转融券标的;VR影视;智慧城市;世界杯;地方国资改革;互联网+;超清视频;湖北国资改革,8169,价升量涨||放量||阳线
600160.SH,巨化股份,9.22,9.08,9.26,9.03,28295804.0,-1.52,9.24,9.23,9.12,8.90,8.20,-0.12,9.98,9.12,8.26,34.28,36.12,30.6,24138454000.0,化工-化学制品-氟化工及制冷剂,埃博拉概念;低碳;互联网平台;磷化工;人工降雨;类稀土;三氯甲烷;碳交易;融资融券;转融券标的;氟化工;萤石;浙江国资改革;地方国资改革;制冷剂;沪股通;年报预增;MSCI预期,7606,缩量||价跌量缩||回调缩量
601838.SH,成都银行,9.22,9.23,9.34,9.16,21152080.0,-0.11,9.44,9.36,9.19,9.13,8.75,-0.02,9.74,9.19,8.63,38.61,52.21,11.42,17227545000.0,金融服务-银行-银行Ⅲ,沪股通,447,缩量||阳线||价跌量缩
600398.SH,海澜之家,9.21,9.02,9.22,9.0,18329182.0,-1.96,9.34,9.51,9.67,9.70,9.56,-0.19,10.26,9.67,9.08,9.86,18.55,-7.53,40524956000.0,纺织服装-服装家纺-男装,核污染防治;二胎概念;智能物流;阿里巴巴概念;融资融券;股权转让;腾讯概念;沪股通;商品新零售;转融券标的;赛马概念;MSCI概念;大消费;新零售;机构重仓,6690,放量||阴线||价跌量升
000969.SZ,安泰科技,9.2,8.65,9.27,8.45,31869538.0,-5.15,8.91,8.55,7.95,7.55,6.57,0.09,9.58,7.95,6.33,71.59,76.0,62.77,8536147500.0,有色金属-新材料-金属新材料Ⅲ,低碳;央企控股;稀土永磁;蓝宝石;分布式发电;液态金属;新材料概念;特斯拉;融资融券;钨;深股通;转融券标的;钼;核电;碳纤维;无线充电;小金属概念;3D打印;央企国资改革;燃料电池;证金持股,6903,放量||旗形||阴线
300138.SZ,晨光生物,9.2,8.59,9.62,8.58,50202504.0,-1.83,8.14,7.79,7.67,7.51,6.85,0.15,8.50,7.67,6.84,73.91,67.76,86.22,3453439300.0,农林牧渔-农产品加工-其他农产品加工,调味品;海底捞概念;工业大麻,3091,放量||强中选强||月线长下影线
300407.SZ,凯发电气,9.2,8.84,9.32,8.69,5386554.0,-4.54,9.31,9.40,9.66,9.32,8.53,-0.27,10.50,9.66,8.83,24.93,32.27,10.25,1518962300.0,机械设备-电气设备-电气自控设备,铁路基建;京津冀一体化;雄安新区;轨道交通;高铁;雄安交通,1602,缩量||回调缩量||阴线
600177.SH,雅戈尔,9.2,9.11,9.21,9.11,13158523.0,-0.76,9.22,9.24,9.27,9.09,8.58,-0.12,9.61,9.27,8.92,17.91,28.14,-2.57,32626985000.0,纺织服装-服装家纺-男装,MSCI概念;参股保险;参股券商;融资融券;沪股通;转融券标的;银联;互联网金融;证金持股;年报预增;工业大麻,7460,缩量||价跌量缩||回调缩量
300296.SZ,利亚德,9.18,9.15,9.31,9.1,23362981.0,0.0,9.35,9.47,9.34,9.15,8.47,-0.17,10.33,9.34,8.35,15.36,27.31,-8.55,16562438000.0,电子-光学光电子-LED,增强现实;OLED;小间距LED;文化传媒;虚拟现实;深股通;节能照明;裸眼3D;融资融券;转融券标的;兜底增持;MSCI预期;超清视频,2595,缩量||阴线||小阴星
002182.SZ,云海金属,9.17,9.2,9.48,8.92,20425965.0,0.11,9.03,8.86,8.86,8.85,8.01,-0.01,9.26,8.86,8.46,70.56,62.6,86.49,4825664900.0,有色金属-新材料-金属新材料Ⅲ,液态金属;3D打印;稀有金属;新材料概念;轻型合金;金属镁;富士康概念;有色铝;小金属概念;特斯拉;年报预增,4179,放量||价升量缩||阳线
600630.SH,龙头股份,9.17,9.27,9.4,9.08,7770851.0,0.33,9.35,9.43,9.56,9.43,8.36,-0.25,10.14,9.56,8.98,20.87,22.69,17.23,3938467000.0,纺织服装-服装家纺-其他服装,国产伟哥;口罩;PM2.5;埃博拉概念;迪士尼;上海自贸区;进口博览会;地方国资改革;上海国资改革;人民币贬值受益;创投;流感,9569,价升量涨||缩量||阳线
601225.SH,陕西煤业,9.17,9.09,9.29,9.05,42939949.0,-0.98,9.31,9.32,9.31,9.14,8.84,-0.12,10.04,9.31,8.57,20.31,29.44,2.06,90900000000.0,采掘-煤炭开采加工-煤炭开采Ⅲ,稀缺煤;MSCI概念;陕西自贸区;融资融券;沪股通;转融券标的;地方国资改革;机构重仓,1911,缩量||价跌量缩||回调缩量
000762.SZ,西藏矿业,9.16,9.07,9.31,9.0,11878009.0,-1.63,9.24,9.03,8.89,8.82,8.17,0.0,9.52,8.89,8.26,62.03,64.9,56.29,4723615300.0,有色金属-有色冶炼加工-小金属,稀缺资源;锂矿;高岭土概念;稀有金属;融资融券;铬铁;锂电原料;钴;转融券标的;盐湖提锂;西藏国资改革;地方国资改革;小金属概念;锂电池;证金持股,7959,缩量||价跌量缩||回调缩量
000905.SZ,厦门港务,9.16,9.35,9.51,9.16,18014116.0,1.63,9.68,9.49,9.33,9.08,7.87,-0.17,10.02,9.33,8.64,40.57,48.23,25.24,4964850000.0,交通运输-港口航运-港口Ⅲ,自由贸易港;无人岛开发;福建物联网;海峡西岸;平潭免税区;融资融券;转融券标的;航运港口;地方国资改革;福建自贸区;一带一路;郭台铭概念,7299,价升量缩||缩量||阳线
000089.SZ,深圳机场,9.15,9.1,9.16,9.06,13549566.0,-0.66,9.18,9.21,9.46,9.49,9.13,-0.12,10.05,9.46,8.87,21.91,20.49,24.75,18662003000.0,交通运输-机场航运-机场Ⅲ,春运;融资融券;深股通;大运会;转融券标的;深圳国资改革;广东国资改革;地方国资改革;养老金持股;机构重仓,7673,缩量||回调缩量||阴线
000524.SZ,岭南控股,9.15,8.86,9.22,8.76,6051349.0,-3.28,8.96,8.79,8.52,8.39,7.82,0.05,9.24,8.52,7.81,68.86,71.75,63.08,2413197500.0,餐饮旅游-景点及旅游-旅游综合Ⅲ,南沙新区;在线旅游;广东自贸区;情人节;收入改革;广州旅游;地方国资改革;粤港澳大湾区;广东国资改革,9287,放量||价跌量缩||阴线
300153.SZ,科泰电源,9.15,9.46,9.88,9.03,14826385.0,2.71,9.26,9.33,9.04,8.97,8.35,-0.04,9.95,9.04,8.12,31.02,35.06,22.95,3023391300.0,机械设备-电气设备-电源设备,新能源物流车;生物质能;仪电仪表;小额贷款;节能环保;核电;锂电池;锂电设备;新能源整车;新能源汽车;华为概念;长三角一体化,3037,价升量涨||放量||阳线
000040.SZ,东旭蓝天,9.14,9.26,9.52,9.06,29332632.0,0.98,9.19,9.34,9.41,9.22,8.40,-0.21,10.29,9.41,8.52,50.39,46.05,59.07,9818501800.0,公用事业-电力-新能源发电,太阳能;污水处理;园林开发;工业用地;新能源;固废处理;大运会;天然气;农村环境治理;深股通;乡村振兴;白马股;区块链;美丽中国;PPP概念;融资融券;转融券标的;光伏概念;节能环保;粤港澳大湾区;年报预增,9024,价升量涨||缩量||阳线
002010.SZ,传化智联,9.14,9.07,9.26,9.02,8955001.0,-0.87,9.32,9.33,9.27,9.00,8.30,-0.19,10.30,9.27,8.24,17.47,25.58,1.25,28866652000.0,交通运输-物流-物流Ⅲ,光热;雄安新区;互联网大会;国开行;新能源物流车;丁二烯;分散染料;深股通;区块链底层;新能源整车;新能源汽车;区块链应用;车联网;智能物流;区块链;移动支付;MSCI预期;机构重仓,5411,缩量||价跌量缩||回调缩量
000931.SZ,中关村,9.13,9.15,9.3,9.06,11736006.0,-0.11,9.21,9.27,9.37,9.39,8.59,-0.17,9.90,9.37,8.84,34.05,36.23,29.68,6424128500.0,医药生物-化学制药-化学制剂,参股新三板;核污染防治;众筹概念;参股民营银行;京津冀一体化;抗辐射药;中朝贸易区;黄光裕概念;雄安新区;创新药;医保目录;健康中国;生物医药;养老概念;创投;年报预增,7225,缩量||阳线||回调缩量
300477.SZ,合纵科技,9.13,9.19,9.27,9.06,6416760.0,0.11,9.39,9.44,9.59,9.80,9.59,-0.12,10.35,9.59,8.83,20.9,25.31,12.07,2913298400.0,机械设备-电气设备-输变电设备,智能电网;正极材料;钴;小金属概念;锂电池;深股通,1413,价升量缩||缩量||阳线
601933.SH,永辉超市,9.13,8.87,9.13,8.85,34728042.0,-2.74,9.10,9.14,8.98,8.82,8.67,-0.06,9.69,8.98,8.28,27.08,39.15,2.96,70678744000.0,商业贸易-零售-百货零售,MSCI概念;大消费;参股民营银行;跨境电商;扶贫开发;融资融券;沪股通;商超百货;便利店;转融券标的;新零售;腾讯概念,3051,缩量||回调缩量||阴线
002053.SZ,云南能投,9.12,8.77,9.18,8.77,2907328.0,-3.63,9.14,9.18,9.19,9.02,8.15,-0.2,9.61,9.19,8.78,27.82,39.72,4.0,3259828300.0,化工-基础化学-无机盐,食盐;新能源;聚氯乙烯;地方国资改革;天然气;风电;调味品;云南国资改革,4683,缩量||价跌量缩||回调缩量
002173.SZ,创新医疗,9.12,8.86,9.14,8.78,2566710.0,-2.85,9.15,9.21,9.10,9.04,8.44,-0.13,9.69,9.10,8.51,27.8,37.28,8.85,3286241100.0,医药生物-医疗器械服务-医疗服务Ⅲ,水域改革;细胞免疫治疗;民营医院,4228,缩量||价跌量缩||回调缩量
002541.SZ,鸿路钢构,9.1,8.87,9.13,8.86,4933140.0,-2.53,9.12,9.10,9.05,8.89,8.26,-0.12,9.55,9.05,8.55,35.75,45.82,15.62,3277684000.0,建筑材料-建筑装饰-专业工程,线材;工业4.0;PPP概念;钢结构;绿色建筑;装配式建筑;年报预增,3017,缩量||价跌量缩||回调缩量
300311.SZ,任子行,9.1,8.74,9.78,8.71,54162439.0,-5.51,8.76,8.65,8.68,8.62,7.72,-0.05,9.30,8.68,8.06,55.65,52.66,61.64,4015610500.0,信息服务-计算机应用-软件开发及服务,维稳;大数据反恐;京东金融概念;网络游戏;云计算;网络安全;创投;独角兽概念;国产软件,2554,放量||月线长下影线||旗形
300459.SZ,金科文化,9.1,8.97,9.21,8.96,9121405.0,-1.32,9.01,8.75,8.62,8.62,8.11,0.07,9.30,8.62,7.93,59.28,55.56,66.72,6868534700.0,信息服务-传媒-其他传媒,幼儿教育;IP概念;深股通;人工智能;大数据;移动互联网;广告营销;文化传媒;人机交互;阿里巴巴概念;一带一路;手机游戏;知识产权保护;年报预增,1439,缩量||回调缩量||阴线
600572.SH,康恩贝,9.1,9.08,9.24,9.0,62166395.0,0.11,9.54,9.83,10.07,9.87,8.45,-0.44,11.10,10.07,9.04,9.31,18.14,-8.37,24158051000.0,医药生物-中药-中药Ⅲ,金改;青蒿素;医药电商;养老概念;小额贷款;抗肝癌;抗癌;智能医疗;融资融券;沪股通;转融券标的;医保目录;中医药;医疗改革;互联网+;仿制药;创新药;互联网医疗;工业大麻;MSCI预期,5489,价升量缩||缩量||阴线
600755.SH,厦门国贸,9.1,9.07,9.19,8.91,55475925.0,-1.63,9.27,9.23,9.25,9.15,8.34,-0.15,9.75,9.25,8.76,39.56,43.46,31.75,16473624000.0,商业贸易-贸易-贸易Ⅲ,互联网期货;天然气;海峡西岸;外贸;参股券商;食盐;融资融券;沪股通;转融券标的;白马股;美团概念股;小额贷款;地方国资改革;独角兽概念;福建自贸区;期货概念;科创板预期;台湾概念股,8237,放量||价跌量缩||阴线
603321.SH,梅轮电梯,9.1,8.53,9.1,8.5,6668476.0,-6.47,8.91,8.89,8.74,8.67,8.65,-0.01,9.29,8.74,8.18,39.63,49.88,19.13,990333000.0,机械设备-专用设备-楼宇设备,电梯概念,585,放量||价跌量缩||阴线
603333.SH,尚纬股份,9.1,9.07,9.11,8.82,2553338.0,0.33,9.10,9.15,8.82,8.41,7.30,-0.12,9.62,8.82,8.01,48.53,60.11,25.37,4629917600.0,机械设备-电气设备-其他电力设备,电缆;一带一路;轨道交通;核电;光伏概念;风电;年报预增,2542,价升量缩||缩量||月线长下影线
002658.SZ,雪迪龙,9.09,8.74,9.09,8.7,3946181.0,-3.96,9.07,9.27,9.08,8.96,8.25,-0.19,9.94,9.08,8.22,12.55,24.66,-11.66,2663655500.0,公用事业-环保工程-环保工程及服务,碳交易;脱硫脱硝;PPP概念;废气处理;大数据;PM2.5;环境监测;雄安新区;节能环保;证金持股;透明工厂,2601,缩量||回调缩量||阴线
002339.SZ,积成电子,9.08,8.81,9.15,8.8,5807200.0,-3.08,9.01,8.95,8.97,9.05,8.34,-0.08,9.33,8.97,8.61,52.6,53.44,50.93,2900130200.0,机械设备-电气设备-电气自控设备,恒大概念;军工;军民融合;电子信息;配电网;能源互联网;智能电网;充电桩;物联网应用层;3D打印;物联网;电力物联网,3378,缩量||价跌量缩||回调缩量
300012.SZ,华测检测,9.08,9.08,9.35,8.93,13640989.0,-0.22,8.99,9.02,8.90,8.87,8.22,-0.06,9.34,8.90,8.47,38.49,38.55,38.37,13662364000.0,综合-综合-综合Ⅲ,食品中国峰会;现代服务业;塑化剂;检测认证;PM2.5;土壤修复;环境监测;食品安全;电子商务;地沟油概念;废气处理;上海自贸区;深股通;年报预增,3462,缩量||价跌量缩||回调缩量
600674.SH,川投能源,9.08,9.06,9.09,9.03,9529741.0,-0.11,9.17,9.29,9.33,9.38,9.26,-0.11,9.63,9.33,9.02,15.8,28.3,-9.19,39883393000.0,公用事业-电力-水电,多晶硅;电力改革;新能源;成渝特区;MSCI概念;融资融券;沪股通;转融券标的;地方国资改革;四川国资改革;机构重仓,9342,缩量||价跌量缩||回调缩量
002485.SZ,希努尔,9.07,9.03,9.17,8.92,8429920.0,-0.77,9.38,9.33,8.91,8.69,8.02,-0.05,10.13,8.91,7.68,37.45,54.38,3.6,4912320000.0,纺织服装-服装家纺-男装,股权转让;人民币贬值受益;年报预增;机构重仓,3112,缩量||价跌量缩||回调缩量
600717.SH,天津港,9.07,8.84,9.07,8.83,11993096.0,-2.21,9.04,9.08,9.07,8.91,8.39,-0.13,9.52,9.07,8.61,19.36,27.32,3.44,14804959000.0,交通运输-港口航运-港口Ⅲ,一带一路;央视财经50;滨海新区;京津冀一体化;环渤海;雄安新区;融资融券;沪股通;转融券标的;天津自贸区;天津国资改革;地方国资改革;MSCI预期;证金持股;外汇局持股,8348,缩量||回调缩量||阴线
300112.SZ,万讯自控,9.06,8.88,9.17,8.88,3568405.0,-2.74,9.10,9.13,9.02,8.97,8.19,-0.13,9.83,9.02,8.21,18.8,26.21,3.99,1655869400.0,机械设备-仪器仪表-仪器仪表,智能表;配电网;超声治疗;环境监测;服务机器人;物联网应用层;物联网;机器人概念;机器视觉,3161,缩量||回调缩量||阴线
300305.SZ,裕兴股份,9.06,8.74,9.1,8.66,1671992.0,-3.53,9.04,9.06,8.90,9.05,8.48,-0.07,9.45,8.90,8.35,66.03,68.67,60.76,2006672500.0,化工-化工合成材料-其他塑料制品,气凝胶;新能源;碳海绵;高性能膜;OLED材料;OLED,2581,缩量||价跌量缩||月线长下影线
000685.SZ,中山公用,9.05,8.96,9.15,8.95,6475389.0,-1.1,9.09,9.13,9.00,8.87,8.42,-0.09,9.65,9.00,8.36,32.71,44.9,8.32,11228940000.0,公用事业-燃气水务-水务Ⅲ,水价改革;融资融券;深股通;参股券商;转融券标的;宁德时代概念;广东国资改革;地方国资改革;证金持股,8125,缩量||价跌量缩||回调缩量
002655.SZ,共达电声,9.05,8.81,9.13,8.73,9512607.0,-2.65,9.17,9.47,9.55,9.13,8.08,-0.39,10.87,9.55,8.22,8.94,16.7,-6.59,3171600000.0,电子-电子制造-电子系统组装,苹果概念;WIN升级;三星;文化传媒;骨传导;诺贝尔;股权转让;小米概念;影视娱乐;智能音箱;语音技术;智能穿戴;消费电子;台湾概念股,2622,缩量||价跌量缩||回调缩量
600734.SH,实达集团,9.05,8.72,9.1,8.63,19043365.0,-4.28,9.23,8.97,8.98,8.99,8.44,-0.04,9.61,8.98,8.36,48.61,54.11,37.62,3092844800.0,信息设备-通信设备-终端设备,电子信息;广告营销;文化传媒;智能穿戴;移动互联网;安防;物联网应用层;物联网平台层;物联网;5G;创投,8293,缩量||价跌量缩||月线长下影线
000429.SZ,粤高速A,9.04,8.91,9.07,8.9,6212307.0,-1.44,9.03,9.08,9.07,8.97,8.87,-0.06,9.28,9.07,8.86,16.55,27.76,-5.86,4177772700.0,交通运输-公路铁路运输-高速公路Ⅲ,广东基建;参股券商;南沙新区;深股通;白马股;广东国资改革;地方国资改革;粤港澳大湾区,7732,缩量||回调缩量||阴线
300208.SZ,青岛中程,9.04,8.68,9.04,8.5,16763975.0,-4.09,8.93,8.38,8.18,7.84,6.99,0.11,9.38,8.18,6.99,69.44,65.69,76.93,5269823600.0,机械设备-电气设备-电气自控设备,一带一路;小额贷款;智能电网;厄尔尼诺概念;轨道交通;融资租赁;煤化工;贸易战影响股;地方国资改革;金属镍;小金属概念;山东国资改革;光伏概念,2919,缩量||价跌量缩||月线长下影线
300312.SZ,邦讯技术,9.03,8.51,9.04,8.5,19816500.0,-7.2,8.96,8.88,8.68,8.77,8.64,0.04,9.30,8.68,8.06,57.53,64.82,42.94,1628477000.0,信息设备-通信设备-通信配套服务,移动入口;互联网保险;智能穿戴;智能家居;物联网传输层;电信业整合;手机游戏;5G;物联网;互联网金融,2541,价跌量缩||回调缩量||阴线
300329.SZ,海伦钢琴,9.03,9.03,9.45,8.96,8212794.0,0.0,9.10,9.14,9.45,9.28,8.57,-0.21,10.18,9.45,8.73,21.33,21.19,21.61,2265490500.0,轻工制造-家用轻工-文娱用品,幼儿教育;在线教育;文化传媒;二胎概念;职业教育;音乐产业;迪士尼;证金持股,2499,放量||长上影线||十字星
300360.SZ,炬华科技,9.03,9.05,9.26,9.01,5876866.0,0.0,9.07,9.22,9.36,9.50,8.80,-0.19,10.06,9.36,8.66,16.17,19.83,8.83,3006826800.0,机械设备-电气设备-电气自控设备,合同能源管理;智能表;参股360;智能电网;物联网应用层;能源互联网;物联网;新基建;电力物联网;边缘计算,1918,放量||阳线||倒锤阳线
600107.SH,美尔雅,9.03,8.61,9.1,8.55,32118903.0,-8.89,9.04,8.87,8.68,8.46,7.81,-0.02,9.72,8.68,7.63,42.8,45.77,36.87,3099600000.0,纺织服装-服装家纺-男装,互联网期货;融资融券;转融券标的;壳资源;期货概念,7838,放量||价跌量缩||阴线
002214.SZ,大立科技,9.02,9.15,9.47,9.02,17077982.0,0.44,9.02,8.79,8.74,8.65,7.62,-0.01,9.29,8.74,8.19,70.29,61.25,88.38,3269490800.0,电子-其他电子-其他电子Ⅲ,安防;维稳;电子信息;物联网;军民融合;核高基;反恐;壳资源;军工;无人机;年报预增,4082,价升量涨||放量||阳线
002307.SZ,北新路桥,9.02,8.67,9.09,8.58,49974297.0,-5.04,9.14,9.02,9.01,8.58,7.15,-0.26,9.67,9.01,8.36,40.88,47.95,26.75,7731132800.0,建筑材料-建筑装饰-基础建设,参股新三板;新疆自贸区;融资租赁;西部开发;公路建设;新疆振兴;新疆建设兵团;新疆发展;一带一路;融资融券;转融券标的;基建工程;PPP概念;证金持股,3450,缩量||价跌量缩||回调缩量
002581.SZ,未名医药,9.02,8.9,9.18,8.85,10858513.0,-0.89,9.17,9.69,9.13,8.97,7.91,-0.28,10.96,9.13,7.29,14.13,28.42,-14.46,3567028700.0,医药生物-生物制品-生物制品Ⅲ,中概股回归;生物医药;新型杀菌剂;深股通;高校;生物疫苗;超级真菌,2895,缩量||价跌量缩||回调缩量
002730.SZ,电光科技,9.01,8.88,9.08,8.85,2284573.0,-1.44,9.15,9.38,8.96,8.75,8.00,-0.15,10.12,8.96,7.80,23.85,39.6,-7.65,2579631100.0,机械设备-专用设备-冶金矿采化工设备,3D打印;参股新三板;幼儿教育;军工;在线教育,1657,缩量||价跌量缩||回调缩量
002590.SZ,万安科技,9.0,8.73,9.06,8.69,8461269.0,-4.07,9.13,9.29,9.03,8.94,8.15,-0.16,10.01,9.03,8.06,26.72,36.66,6.83,3792974200.0,交运设备-汽车零部件-汽车零部件Ⅲ,航天军工;共享汽车;共享经济;车联网;汽车电子;无人驾驶;新能源汽车;无线充电;独角兽概念,2874,缩量||价跌量缩||回调缩量
002708.SZ,光洋股份,9.0,9.21,9.56,8.9,9691722.0,-1.5,9.38,9.45,9.59,9.95,9.09,-0.15,10.09,9.59,9.08,25.28,28.46,18.91,3428865600.0,交运设备-汽车零部件-汽车零部件Ⅲ,新能源汽车;高端装备;壳资源;创投,1918,缩量||阳线||价跌量缩
300387.SZ,富邦股份,9.0,9.49,9.88,9.0,10644491.0,5.44,9.51,9.15,8.54,8.18,7.30,0.09,10.15,8.54,6.92,68.96,78.25,50.37,2743151100.0,化工-化学制品-其他化学制品,节水灌溉;生态农业;化肥,1756,放量||价升量缩||阳线
600410.SH,华胜天成,9.0,8.79,9.01,8.71,26100821.0,-2.44,9.12,9.17,9.20,9.12,7.93,-0.22,9.70,9.20,8.69,33.4,44.85,10.52,9657954300.0,信息服务-计算机应用-软件开发及服务,电子信息;去IOE;IPV6;数据存储;国产软件;灾备存储;参股新三板;国产替代;云服务;参股民营银行;移动支付;透明计算;融资融券;沪股通;转融券标的;军民融合;冷链物流;电子政务;大数据;芯片设计;芯片概念;物联网感知层;机器学习;人工智能;智慧城市;阿里巴巴概念;云计算;物联网;工业互联网;军工;网络安全;透明工厂;科创板IPO,5474,缩量||价跌量缩||回调缩量
600505.SH,西昌电力,9.0,8.73,9.05,8.6,7453959.0,-3.54,9.06,8.68,8.33,8.08,7.05,0.06,9.37,8.33,7.30,63.69,69.15,52.76,3182674300.0,公用事业-电力-水电,电力改革;西电东送;央企国资改革;年报预增,6172,放量||价跌量缩||月线长下影线
000962.SZ,东方钽业,8.98,8.93,9.18,8.78,11308940.0,-0.45,9.22,9.02,8.77,8.59,7.88,-0.03,9.61,8.77,7.94,47.12,58.19,24.98,3936621400.0,有色金属-新材料-金属新材料Ⅲ,碳化硅;新材料概念;稀缺资源;轻型合金;智能玻璃;超级电容;铌;锂电池;钛;稀有金属;超导;小金属概念;央企国资改革;燃料电池;证金持股,7033,缩量||价跌量缩||回调缩量
300356.SZ,光一科技,8.98,9.21,9.34,8.91,23547003.0,2.33,9.29,9.48,9.66,9.94,8.58,-0.3,10.68,9.66,8.64,16.97,21.95,7.0,3394677300.0,机械设备-电气设备-电气自控设备,参股新三板;智能电网;知识产权保护;创投;边缘计算;能源互联网,2387,价升量涨||缩量||阳线
600250.SH,南纺股份,8.98,8.99,9.13,8.96,2519472.0,0.22,9.08,9.05,9.23,9.19,8.50,-0.14,9.70,9.23,8.76,43.62,40.91,49.04,2325645200.0,商业贸易-贸易-贸易Ⅲ,创投;外贸;参股万达商业;贸易战影响股;南京国资改革;江苏国资改革;地方国资改革;年报预增,6622,价升量缩||缩量||阳线
600573.SH,惠泉啤酒,8.98,8.72,8.98,8.68,2210897.0,-2.9,8.96,9.01,8.99,8.77,8.10,-0.17,9.62,8.99,8.36,20.0,26.37,7.26,2180000000.0,食品饮料-饮料制造-啤酒,厄尔尼诺概念;春节概念;高温概念;世界杯;啤酒概念,5900,缩量||回调缩量||阴线
002958.SZ,青农商行,8.96,8.96,9.13,8.91,48205736.0,-1.0,9.10,9.39,8.89,--,--,-0.32,11.49,8.89,6.30,15.53,23.0,0.59,4977777800.0,金融服务-银行-银行Ⅲ,新股与次新股,28,缩量||价跌量缩||回调缩量
300240.SZ,飞力达,8.96,9.14,9.34,8.92,10376863.0,1.67,9.20,9.38,8.94,8.85,8.11,-0.09,10.19,8.94,7.69,31.33,41.77,10.43,3336421800.0,交通运输-物流-物流Ⅲ,物流骨干网;双十一;进口博览会;创投,2848,价升量涨||缩量||阳线
300334.SZ,津膜科技,8.96,8.73,9.03,8.68,4167824.0,-2.89,9.05,9.08,9.39,9.34,8.45,-0.26,10.16,9.39,8.63,23.12,26.97,15.43,2549276700.0,公用事业-环保工程-环保工程及服务,海水淡化;再生水;高性能膜;京津冀一体化;工业节水;分离膜;滨海新区;膜材料;水处理膜;污水处理;高校;PPP概念;美丽中国;雄安环保;雄安新区;节能环保,2483,缩量||回调缩量||阴线
002126.SZ,银轮股份,8.95,8.84,8.96,8.8,7087784.0,-1.12,9.07,9.06,8.99,9.10,8.65,-0.07,9.39,8.99,8.58,27.8,36.14,11.11,6773859400.0,交运设备-汽车零部件-汽车零部件Ⅲ,小额贷款;废气处理;智能汽车;深股通;尾气治理;独角兽概念;新能源汽车;超级高铁;量子通信;科创板IPO;透明工厂;养老金持股,4388,缩量||价跌量缩||回调缩量
300375.SZ,鹏翎股份,8.95,8.82,8.98,8.61,8783528.0,-1.45,8.63,8.32,8.06,7.75,6.80,0.09,8.94,8.06,7.17,78.89,72.94,90.77,2282724500.0,交运设备-汽车零部件-汽车零部件Ⅲ,橡胶;高铁;高送转,1912,放量||价跌量缩||阴线
600367.SH,红星发展,8.95,8.68,8.96,8.63,5518948.0,-2.91,9.01,9.07,9.08,9.01,8.52,-0.16,9.63,9.08,8.53,24.32,32.86,7.23,2527616000.0,化工-基础化学-无机盐,类稀土;稀缺资源;锂电池;锌二氧化锰;正极材料;地方国资改革;小金属概念;山东国资改革,6608,缩量||回调缩量||阴线
600800.SH,天津磁卡,8.95,9.25,9.5,8.77,37947472.0,1.65,9.15,8.99,8.76,8.39,7.12,-0.07,9.58,8.76,7.94,62.92,60.06,68.63,5651343400.0,信息设备-计算机设备-计算机设备Ⅲ,电子信息;换芯;滨海新区;环渤海;天津自贸区;融资融券;转融券标的;金融IC;地方国资改革;天津国资改革;工业大麻,9269,价升量缩||缩量||阳线
603116.SH,红蜻蜓,8.95,8.71,8.95,8.68,1796922.0,-1.8,8.96,9.02,9.01,8.91,8.37,-0.15,9.60,9.01,8.43,16.01,24.31,-0.58,5018709000.0,纺织服装-服装家纺-鞋帽,电子商务;金改;参股民营银行;参股券商,1394,缩量||回调缩量||阴线
