股票代码,股票简称,开盘价,收盘价,最高价,最低价,成交量(股),涨跌幅(%),5日均线,10日均线,20日均线,30日均线,60日均线,MACD,BOLL上轨,BOLL中轨,BOLL下轨,kdj(k值),kdj(d值),kdj(j值),a股流通市值,所属行业,所属概念,上市天数,技术形态
603598.SH,引力传媒,11.94,12.18,12.2,11.77,7988312.0,2.18,12.22,11.76,11.48,11.34,10.24,0.08,12.54,11.48,10.42,62.86,64.36,59.85,3262570100.0,信息服务-传媒-营销服务,影视娱乐;数字营销;今日头条概念;文化传媒;网易概念;短视频;独角兽概念;养老金持股;知识产权保护,1426,价升量涨||强中选强||缩量
002022.SZ,科华生物,11.93,11.79,12.15,11.77,9787630.0,0.09,11.79,11.88,11.82,11.87,10.97,-0.14,12.46,11.82,11.19,32.96,36.41,26.06,6043190800.0,医药生物-医疗器械服务-医疗器械Ⅲ,埃博拉概念;抗艾滋病;POCT;手足口病;血液制品;融资融券;深股通;转融券标的;医保目录;分子诊断;体外诊断;医疗器械概念;流感,5388,价升量涨||放量||阴线
600267.SH,海正药业,11.92,11.46,11.95,11.3,13865642.0,-3.78,11.89,12.17,11.91,11.69,10.43,-0.3,13.21,11.91,10.60,13.02,23.55,-8.06,11064994900.0,医药生物-化学制药-化学原料药,老龄化;可降解塑料;医疗改革;焦虑症;抗癌;生物医药;阿糖胞苷;诺贝尔;禽流感;聚乳酸;达菲;融资融券;转融券标的;创新药;胰岛素;医保目录;仿制药;单抗;浙江国资改革;抗肿瘤;猪瘟疫情;地方国资改革;流感;超级真菌,6845,缩量||回调缩量||阴线
300053.SZ,欧比特,11.9,11.66,11.9,11.48,11462458.0,-1.44,11.85,11.76,11.74,11.74,10.69,-0.12,12.32,11.74,11.17,57.18,55.5,60.55,5774542000.0,电子-半导体及元件-集成电路,智能终端;互联网银行;网络游戏;航天军工;卫星导航;核高基;融资融券;深股通;转融券标的;芯片设计;人工智能;人脸识别;安防;地理信息;大数据;航空航天;芯片概念;AI芯片;集成电路概念;太空互联网;横琴新区,3357,缩量||价跌量缩||月线长下影线
600037.SH,歌华有线,11.87,11.62,12.08,11.58,13702094.0,-1.53,11.78,11.76,11.92,11.92,10.93,-0.19,12.50,11.92,11.33,46.1,42.25,53.79,16172459000.0,信息服务-通信服务-有线电视网络,华为概念;数字电视;文化传媒;网络游戏;大数据;网络电视;融资融券;转融券标的;虚拟现实;三网融合;物联网应用层;北京国资改革;地方国资改革;互联网+;云计算;互联网彩票;物联网;智慧城市;广播电视;证金持股,6647,缩量||月线长下影线||回调缩量
600641.SH,万业企业,11.85,11.63,11.86,11.61,3952858.0,-1.69,11.86,11.99,12.44,12.34,11.37,-0.33,13.49,12.44,11.38,20.49,21.73,18.03,9375626200.0,房地产-房地产开发-房地产开发Ⅲ,上海自贸区;股权转让;国际板;沪股通;国家大基金持股;太阳能;集成电路概念,9511,缩量||价跌量缩||回调缩量
600054.SH,黄山旅游,11.84,11.91,12.08,11.77,9191815.0,1.1,11.77,11.73,11.80,11.61,10.82,-0.11,12.21,11.80,11.39,57.98,48.45,77.05,6113403000.0,餐饮旅游-景点及旅游-自然景点,参股券商;大消费;地方国资改革,8021,价升量涨||放量||阳线
000823.SZ,超声电子,11.83,11.8,12.25,11.7,45929983.0,0.17,11.68,10.89,10.55,10.51,9.97,0.34,11.98,10.55,9.12,71.01,65.41,82.2,6335662000.0,电子-半导体及元件-印制电路板,元器件;WIN升级;智能终端;融资融券;联想概念;转融券标的;触摸屏;小米概念;覆铜板;广东国资改革;地方国资改革;苹果概念;柔性屏;证金持股,7866,放量||价升量缩||月线长下影线
002394.SZ,联发股份,11.82,11.95,12.03,11.81,3277162.0,1.27,11.82,11.80,11.71,11.60,11.16,-0.04,12.16,11.71,11.26,58.09,50.79,72.7,3868215000.0,纺织服装-纺织制造-棉纺,大上海;外贸;棉纱;养老金持股;证金持股;人民币贬值受益,3286,价升量涨||放量||阳线
300664.SZ,鹏鹞环保,11.81,11.6,11.85,11.41,4455400.0,-1.7,11.80,11.86,11.74,11.63,11.01,-0.11,12.35,11.74,11.13,26.43,34.96,9.37,3892170000.0,公用事业-燃气水务-水务Ⅲ,污水处理;深股通,472,缩量||回调缩量||阴线
000408.SZ,藏格控股,11.8,11.42,11.8,11.39,8680590.0,-2.89,11.79,11.99,12.14,12.32,11.89,-0.22,12.84,12.14,11.44,16.52,26.9,-4.25,5100546600.0,化工-化学制品-钾肥,金属镁;盐湖提锂;锂电原料;白马股;小金属概念;锂电池;新能源汽车,8333,放量||阴线||价跌量升
002909.SZ,集泰股份,11.8,11.75,11.95,11.75,1677612.0,-0.68,11.91,11.99,12.05,11.87,11.21,-0.19,12.92,12.05,11.17,17.15,23.74,3.98,883881020.0,化工-化学制品-其他化学制品,建筑涂料;有机硅,543,缩量||价跌量缩||回调缩量
603703.SH,盛洋科技,11.8,11.68,11.95,11.67,2108549.0,-1.44,11.85,11.86,11.87,11.99,10.97,-0.16,12.24,11.87,11.50,37.27,42.24,27.33,1272536000.0,信息设备-通信设备-通信传输设备,宽带中国;家用电器;三网融合;量子通信,1460,缩量||价跌量缩||回调缩量
603588.SH,高能环境,11.78,11.66,11.9,11.62,5467078.0,-1.44,11.77,11.82,11.23,10.95,10.01,-0.05,12.74,11.23,9.73,35.54,49.42,7.77,7630347900.0,公用事业-环保工程-环保工程及服务,一带一路;美丽中国;铟;沪股通;土壤修复;垃圾发电;污水处理;固废处理;节能环保;PPP概念;年报预增,1575,缩量||价跌量缩||回调缩量
000922.SZ,佳电股份,11.74,11.47,11.98,11.43,13959085.0,-1.38,11.73,11.83,10.59,10.11,8.70,0.01,13.39,10.59,7.79,37.89,53.76,6.15,5566424500.0,机械设备-电气设备-电机,仪电仪表;风电;节能电机;振兴东北;央企控股;新能源汽车;机器人概念;核电;摘帽;央企国资改革;年报预增,7248,缩量||价跌量缩||旗形
002537.SZ,海联金汇,11.74,11.19,11.84,11.09,23697863.0,-5.17,11.87,12.26,12.58,12.57,11.67,-0.47,14.05,12.58,11.11,8.71,14.61,-3.08,13371350900.0,信息服务-计算机应用-软件开发及服务,青岛自贸区;深股通;区块链应用;金融科技;互联网金融;区块链;移动支付;机构重仓,3024,放量||阴线||价跌量升
300493.SZ,润欣科技,11.74,11.46,11.91,11.39,8098113.0,-2.05,11.72,11.41,11.35,11.45,10.88,0.04,12.02,11.35,10.68,55.08,55.83,53.57,3438000000.0,电子-半导体及元件-集成电路,智能医疗;金融IC;智能穿戴;虚拟现实;大疆创新概念;芯片概念;物联网;传感器;集成电路概念;5G;移动支付;高送转;边缘计算;台湾概念股,1229,缩量||价跌量缩||月线长下影线
000011.SZ,深物业A,11.73,11.37,11.82,11.36,6516820.0,-3.73,11.79,11.91,11.88,11.60,10.82,-0.22,12.47,11.88,11.29,21.78,35.35,-5.36,1999558100.0,房地产-房地产开发-房地产开发Ⅲ,工业用地;B转H;深股通;地方国资改革;广东国资改革;深圳国资改革;粤港澳大湾区,9884,缩量||回调缩量||阴线
002643.SZ,万润股份,11.71,11.66,11.76,11.43,7983117.0,0.0,11.76,11.90,12.23,12.03,11.49,-0.26,13.17,12.23,11.29,22.71,25.1,17.91,10230278800.0,化工-化学制品-其他化学制品,废气处理;触摸屏;深股通;节能照明;OLED材料;体外诊断;OLED;央企国资改革,2680,缩量||阴线||小阴星
600987.SH,航民股份,11.71,11.59,11.79,11.53,5218613.0,0.52,11.54,11.48,11.32,10.67,9.72,-0.17,12.71,11.32,9.93,41.91,37.1,51.54,7363242900.0,纺织服装-纺织制造-印染,分散染料;涉矿;融资融券;沪股通;转融券标的,5369,价升量涨||缩量||阴线
603326.SH,我乐家居,11.71,11.59,11.71,11.54,2218265.0,-0.52,11.69,11.74,11.95,11.78,11.48,-0.14,12.63,11.95,11.26,25.8,26.26,24.89,746006580.0,轻工制造-家用轻工-家具,全屋定制,675,缩量||回调缩量||阴线
002599.SZ,盛通股份,11.7,11.27,11.7,11.27,3201897.0,-3.43,11.65,12.00,11.89,11.99,11.16,-0.28,13.01,11.89,10.78,15.2,27.13,-8.67,2279629100.0,轻工制造-包装印刷-包装印刷Ⅲ,云印刷;幼儿教育;服务机器人;机器人概念;二胎概念;高送转,2838,缩量||回调缩量||阴线
002675.SZ,东诚药业,11.7,11.51,11.7,11.45,3928182.0,-0.78,11.56,11.73,12.05,12.24,11.19,-0.26,12.98,12.05,11.12,28.38,27.18,30.8,7254490700.0,医药生物-化学制药-化学制剂,抗癌;细胞免疫治疗;养老概念;肾透析;抗肿瘤;深股通;生物医药,2523,缩量||价跌量缩||月线长下影线
603289.SH,泰瑞机器,11.69,11.55,11.79,11.51,1888780.0,0.17,11.71,11.82,12.01,11.92,10.41,-0.32,12.63,12.01,11.39,19.8,23.55,12.31,1568184900.0,机械设备-专用设备-其它专用机械,--,538,价升量缩||缩量||阴线
002446.SZ,盛路通信,11.68,11.77,12.35,11.6,66058557.0,-0.93,11.62,11.12,10.85,10.44,9.53,0.13,12.01,10.85,9.69,76.02,69.45,89.16,7016693200.0,信息设备-通信设备-通信传输设备,车联网;智能路由器;智能汽车;基站天线;军民融合;汽车电子;移动天线;5G;物联网;军工;华为概念;新基建,3205,放量||阳线||价跌量缩
002926.SZ,华西证券,11.68,11.31,11.72,11.29,25086870.0,-1.74,11.47,11.57,11.76,11.79,10.85,-0.25,12.81,11.76,10.70,19.13,24.34,8.7,20110847000.0,金融服务-证券-证券Ⅲ,期货概念;地方国资改革;深股通;MSCI概念,441,缩量||回调缩量||阴线
300049.SZ,福瑞股份,11.68,12.17,12.49,11.68,11423883.0,4.82,11.75,11.82,11.59,11.40,10.60,-0.08,12.68,11.59,10.50,46.07,41.23,55.74,2774355000.0,医药生物-医疗器械服务-医疗器械Ⅲ,超声治疗;冬虫夏草;中医药;互联网医疗;成泉资本持股;医疗器械概念,3379,价升量涨||放量||阳线
300338.SZ,开元股份,11.67,11.18,11.67,11.0,4372175.0,-4.69,11.67,11.75,10.90,10.68,9.28,-0.07,12.76,10.90,9.05,38.83,52.89,10.71,2103156000.0,信息服务-传媒-其他传媒,能源互联网;在线教育;职业教育;物联网应用层;物联网,2461,缩量||回调缩量||阴线
000987.SZ,越秀金控,11.66,11.5,11.86,11.42,11181720.0,0.26,11.26,11.23,10.98,10.80,9.99,-0.02,11.85,10.98,10.11,51.18,45.18,63.19,25572626000.0,金融服务-保险及其他-多元金融,债转股;参股券商;收入改革;移动购物;新零售;深股通;宁德时代概念;小额贷款;商品新零售;地方国资改革;独角兽概念;广东国资改革,6852,放量||价升量缩||阴线
000952.SZ,广济药业,11.65,11.42,11.66,11.41,3794900.0,-1.89,11.62,11.84,11.71,11.65,10.98,-0.19,12.46,11.71,10.95,15.53,26.99,-7.38,2874359700.0,医药生物-化学制药-化学原料药,医疗改革;外贸;医保目录;湖北国资改革;地方国资改革;维生素,7101,缩量||回调缩量||阴线
002301.SZ,齐心集团,11.65,11.35,11.69,11.22,7500112.0,-0.87,11.23,11.20,10.74,10.61,9.75,0.02,11.93,10.74,9.55,57.93,61.14,51.53,7269676800.0,轻工制造-家用轻工-文娱用品,文具;深股通;SAAS;智慧党建;京东概念;云计算;国资驰援;腾讯概念,3470,放量||价跌量缩||上升通道
300234.SZ,开尔新材,11.62,11.94,12.31,11.62,6712451.0,1.88,11.94,11.89,10.79,9.72,7.99,-0.05,13.51,10.79,8.06,54.26,68.8,25.19,2047742300.0,建筑材料-建筑材料-其他建材,太阳能;新能源;迪士尼;脱硫脱硝;节能环保;绿色建筑;轨道交通,2861,放量||价升量缩||阳线
600176.SH,中国巨石,11.62,11.14,11.65,11.12,66085452.0,-3.55,11.56,11.61,11.38,11.17,10.91,-0.11,12.48,11.38,10.27,20.73,32.28,-2.36,39015698000.0,化工-化工新材料-玻纤,融资租赁;工业4.0;新材料概念;玻璃纤维;融资融券;沪股通;一带一路;转融券标的;中材系;MSCI预期;长三角一体化,7305,缩量||回调缩量||阴线
601878.SH,浙商证券,11.62,11.18,11.7,11.08,41230768.0,-1.67,11.29,11.44,11.47,11.48,10.31,-0.25,12.50,11.47,10.43,31.37,32.1,29.9,13511122000.0,金融服务-证券-证券Ⅲ,沪股通;期货概念;浙江国资改革;地方国资改革,665,缩量||月线长下影线||回调缩量
603277.SH,银都股份,11.62,11.32,11.82,11.1,4402271.0,-2.08,11.28,11.11,10.94,10.85,10.18,0.03,11.54,10.94,10.34,64.86,61.32,71.96,1770402700.0,机械设备-专用设备-其它专用机械,贸易战影响股,588,放量||价跌量缩||阴线
600522.SH,中天科技,11.6,11.16,11.79,11.11,163866930.0,-2.11,10.89,10.55,10.32,10.26,9.70,0.19,11.23,10.32,9.42,69.95,62.8,84.23,34217369000.0,信息设备-通信设备-通信传输设备,地震;光纤;机器人概念;量子通信;大上海;新能源;超导;分布式发电;央视财经50;融资融券;沪股通;军用机器人;光纤光缆;转融券标的;轨道交通;宽带中国;一带一路;光伏概念;海上风电;太阳能;海洋经济;超级电容;锂电池;贸易战影响股;白马股;特高压;新能源汽车;充电桩;5G;石墨烯;证金持股;MSCI预期,6024,放量||价跌量缩||阴线
600458.SH,时代新材,11.58,11.59,12.0,11.32,15071218.0,-0.43,11.49,11.62,10.95,10.26,9.13,-0.15,13.55,10.95,8.36,32.11,36.48,23.38,9304430600.0,化工-化学制品-其他化学制品,高铁;新材料概念;空中巴士;融资融券;转融券标的;轨道交通;OLED材料;OLED;风电;证金持股,5968,缩量||阳线||价跌量缩
600733.SH,北汽蓝谷,11.58,11.17,11.89,11.11,55158921.0,-4.61,11.07,10.69,9.87,9.52,8.95,0.31,11.90,9.87,7.84,71.23,72.66,68.38,4433373000.0,交运设备-汽车整车-乘用车,S股;北汽新能源;新能源整车;新能源汽车;无人驾驶;年报预增;华为概念;华为汽车,8284,放量||价跌量缩||旗形
300592.SZ,华凯创意,11.57,11.43,11.63,11.39,1871279.0,-2.06,11.45,11.45,11.41,11.34,10.46,-0.11,11.97,11.41,10.85,60.1,54.15,71.98,990784400.0,建筑材料-建筑装饰-装饰园林,虚拟现实,822,缩量||价跌量缩||月线长下影线
603100.SH,川仪股份,11.55,11.16,11.6,11.08,7493455.0,-5.02,11.47,11.29,11.11,11.06,10.24,-0.02,11.82,11.11,10.41,58.55,62.59,50.46,2886256600.0,机械设备-电气设备-电气自控设备,核电;高端装备;物联网感知层;物联网;地方国资改革;重庆国资改革;工业互联网;年报预增,1721,放量||阴线||价跌量升
300621.SZ,维业股份,11.54,11.44,11.66,11.36,3598638.0,0.18,11.32,11.28,11.16,11.14,10.53,-0.02,11.65,11.16,10.67,67.29,59.03,83.8,742362990.0,建筑材料-建筑装饰-装饰园林,租售同权;雄安新区,767,价升量涨||放量||阴线
002081.SZ,金螳螂,11.52,11.0,11.59,11.0,16661271.0,-5.25,11.51,11.64,11.78,11.48,10.51,-0.3,12.56,11.78,11.00,18.47,25.01,5.38,28337781000.0,建筑材料-建筑装饰-装饰园林,MSCI概念;电子商务;体育产业;装配式建筑;恒大概念;PPP概念;建筑节能;融资融券;互联网家装;深股通;转融券标的;互联网+;证金持股,4536,缩量||回调缩量||阴线
002293.SZ,罗莱生活,11.52,11.22,11.7,11.19,7701397.0,-2.77,11.72,11.92,12.09,11.79,10.77,-0.37,13.02,12.09,11.16,15.92,24.38,-0.99,7857471000.0,纺织服装-服装家纺-家纺,尿不湿;互联网金融;滨海新区;婚庆;智能家居;融资融券;深股通;转融券标的;人民币贬值受益;电子商务;大消费,3511,放量||价跌量缩||阴线
002158.SZ,汉钟精机,11.51,12.13,12.54,11.33,53848084.0,6.4,11.47,10.96,10.88,10.75,9.94,0.16,11.81,10.88,9.96,71.0,62.21,88.58,6411478000.0,机械设备-通用设备-制冷空调设备,沪台通;冷链物流;雄安地热;雄安新区;融资融券;转融券标的;工业互联网;地热能;燃料电池;台湾概念股,4266,价升量涨||放量||阳线
600392.SH,盛和资源,11.51,11.2,11.59,11.18,26442871.0,-2.27,11.40,11.49,11.77,11.93,10.76,-0.29,12.65,11.77,10.89,24.41,26.3,20.64,16063850000.0,有色金属-有色冶炼加工-小金属,参股保险;低碳;融资融券;钛;转融券标的;沪股通;小金属概念;海南自贸区;稀土永磁;央企国资改革;MSCI预期,5807,缩量||价跌量缩||回调缩量
002474.SZ,榕基软件,11.5,10.84,11.52,10.73,37794077.0,-3.99,10.79,10.52,10.38,10.25,8.91,-0.02,11.17,10.38,9.59,61.96,55.33,75.24,5080147200.0,信息服务-计算机应用-软件开发及服务,电子信息;依法治国概念;现代服务业;智慧党建;虚拟现实;智慧城市;融资融券;转融券标的;电子政务;VR平台;数字中国;国产软件;物联网平台层;物联网;电力物联网;智能电网,3141,放量||价跌量缩||阴线
300081.SZ,恒信东方,11.5,11.77,11.89,11.37,15895637.0,3.34,11.47,11.41,11.70,11.93,10.79,-0.14,12.48,11.70,10.93,51.15,35.33,82.79,3719129900.0,信息服务-传媒-其他传媒,营改增试点;数字音乐;易信;新媒体;移动入口;移动互联网;虚拟现实;文化传媒;数字视觉;互联网电视;互联网+;独角兽概念;动漫;年报预增,3259,价升量涨||放量||阳线
600109.SH,国金证券,11.5,11.02,11.54,10.98,51360631.0,-2.39,11.22,11.29,11.15,10.87,9.87,-0.21,12.52,11.15,9.77,30.28,35.48,19.87,33328440000.0,金融服务-证券-证券Ⅲ,互联网券商;MSCI概念;微信概念;成渝特区;互联网银行;腾讯概念;融资融券;期货概念;沪股通;转融券标的;互联网金融;互联网+,7928,缩量||回调缩量||阴线
002753.SZ,永东股份,11.49,11.13,11.5,11.08,3667371.0,-2.8,11.20,11.23,11.26,11.05,10.40,-0.14,12.01,11.26,10.51,44.63,39.42,55.04,2230882000.0,化工-化工合成材料-炭黑,白马股;石墨电极;煤化工;炭黑,1434,缩量||价跌量缩||回调缩量
300354.SZ,东华测试,11.49,11.27,11.62,11.17,1968667.0,-2.26,11.48,11.47,11.32,11.14,10.18,-0.14,12.11,11.32,10.52,32.69,42.58,12.91,850708050.0,机械设备-仪器仪表-仪器仪表,检测认证;航天军工;传感器;年报预增,2405,缩量||回调缩量||阴线
600064.SH,南京高科,11.49,11.54,11.97,11.4,35120407.0,1.23,11.45,11.62,11.69,11.90,10.18,-0.29,12.36,11.69,11.03,26.64,30.33,19.28,14262942000.0,房地产-园区开发-园区开发Ⅲ,参股新三板;小额贷款;金改;参股券商;移动互联网;融资融券;转融券标的;南京国资改革;江苏国资改革;地方国资改革;创投;外汇局持股;证金持股,8021,价升量涨||缩量||阳线
002356.SZ,赫美集团,11.47,11.18,11.67,11.16,23345803.0,-0.89,11.26,11.36,13.41,14.29,10.73,-0.89,18.36,13.41,8.46,32.39,23.59,49.99,5369076500.0,轻工制造-家用轻工-珠宝首饰,创投;超级电容;跨境电商;仪电仪表;智能电网;电子商务;互联网+;国资驰援;互联网金融;移动支付,3359,缩量||价跌量缩||月线长下影线
300411.SZ,金盾股份,11.47,11.11,11.6,11.02,8036419.0,-4.31,11.58,11.64,11.51,10.86,9.58,-0.32,13.51,11.51,9.51,22.46,28.8,9.78,2039869200.0,机械设备-专用设备-其它专用机械,轨道交通;高端装备;核电;军工,1573,缩量||回调缩量||阴线
600363.SH,联创光电,11.47,11.0,11.53,11.0,12573459.0,-4.1,11.24,10.96,10.82,10.86,10.02,0.03,11.50,10.82,10.14,64.53,66.3,61.01,4878244300.0,电子-光学光电子-LED,航天军工;合同能源管理;参股新三板;体感3D;眼动技术;虚拟现实;全息手机;元器件;体感交互;虹膜识别;嫦娥概念;移动互联网;融资融券;沪股通;转融券标的;VR设备;超导;OLED;节能照明;柔性屏;新能源汽车,6598,缩量||价跌量缩||回调缩量
600475.SH,华光股份,11.47,11.11,11.5,11.03,3439204.0,-2.54,11.16,11.04,10.84,10.70,9.87,-0.02,11.57,10.84,10.11,62.45,57.97,71.4,1560904800.0,机械设备-电气设备-电源设备,金改;参股新三板;碳交易;碳税;重金属治理;分布式发电;低碳;地热能;仪电仪表;污水处理;生物质能;垃圾发电;脱硫脱硝;债转股;固废处理;节能环保;信托概念;土壤修复;一带一路,5754,缩量||价跌量缩||回调缩量
601555.SH,东吴证券,11.47,11.18,11.54,11.09,82906586.0,-0.36,11.20,11.22,10.91,10.48,9.36,-0.18,12.74,10.91,9.08,38.3,35.87,43.16,32321380000.0,金融服务-证券-证券Ⅲ,MSCI概念;参股保险;融资融券;沪股通;转融券标的;互联网券商;地方国资改革;江苏国资改革;期货概念,2688,缩量||旗形||回调缩量
300374.SZ,恒通科技,11.46,11.23,11.7,11.18,2990950.0,-1.92,11.37,11.29,11.32,11.28,10.67,-0.08,11.91,11.32,10.73,45.35,40.43,55.19,1848562000.0,建筑材料-建筑材料-耐火材料,雄安基建;绿色建筑;一带一路;乡村振兴;装配式建筑;雄安新区,1495,缩量||价跌量缩||回调缩量
600480.SH,凌云股份,11.46,11.15,11.58,11.05,5721858.0,-2.62,11.44,11.56,11.79,11.51,10.10,-0.36,12.64,11.79,10.94,37.87,38.08,37.44,5027916000.0,交运设备-汽车零部件-汽车零部件Ⅲ,地下管网;卫星导航;雄安地产;京津冀一体化;航天军工;高铁;西气东输;特斯拉;成泉资本持股;军工改制;中兵系;央企国资改革;雄安新区,5729,缩量||月线长下影线||回调缩量
300430.SZ,诚益通,11.45,12.16,12.45,11.43,8593807.0,7.14,11.42,10.80,10.23,10.13,9.29,0.34,11.87,10.23,8.59,82.66,78.49,90.99,2715334200.0,机械设备-通用设备-其它通用机械,工业4.0;健康中国;医疗器械概念,1495,价升量涨||放量||阳线
600111.SH,北方稀土,11.45,11.2,11.57,11.2,33961599.0,-1.5,11.36,11.34,11.34,11.40,10.54,-0.14,11.94,11.34,10.74,37.23,37.28,37.13,40690339000.0,有色金属-有色冶炼加工-小金属,MSCI概念;稀土整合;稀缺资源;参股新三板;再生金属;稀有金属;融资融券;沪股通;新材料概念;转融券标的;地方国资改革;小金属概念;稀土永磁,7880,缩量||价跌量缩||回调缩量
603328.SH,依顿电子,11.45,11.23,11.57,11.21,9215216.0,-2.09,11.38,11.37,11.55,11.49,11.11,-0.13,12.24,11.55,10.86,33.99,31.26,39.46,11145776100.0,电子-半导体及元件-印制电路板,苹果概念;汽车电子;沪股通;5G;华为概念,1756,缩量||回调缩量||阴线
603609.SH,禾丰牧业,11.45,12.6,12.6,11.31,28706568.0,10.04,11.65,11.31,10.99,11.15,10.26,0.23,12.10,10.99,9.89,77.7,67.96,97.18,10472823500.0,农林牧渔-农产品加工-饲料Ⅲ,生态农业;沪股通;猪肉;饲料,1718,价升量涨||放量||阳线
002009.SZ,天奇股份,11.44,11.12,11.51,11.12,10194913.0,-3.3,11.17,10.91,10.95,11.09,10.14,-0.0,11.67,10.95,10.24,72.5,62.27,92.96,3247671600.0,机械设备-专用设备-其它专用机械,智能物流;废品回收;仪电仪表;尾气治理;机器人概念;锂电池;工业4.0;工业机器人;风电;动力电池回收;年报预增,5410,缩量||价跌量缩||月线长下影线
002785.SZ,万里石,11.44,11.2,11.5,11.2,2183200.0,-2.1,11.27,11.34,11.41,11.28,10.45,-0.17,11.95,11.41,10.87,19.53,25.02,8.56,1732930600.0,建筑材料-建筑材料-其他建材,壳资源;股权转让,1216,缩量||价跌量缩||回调缩量
000096.SZ,广聚能源,11.43,11.56,11.98,11.32,2169028.0,2.21,11.45,11.43,11.30,11.21,10.49,-0.06,11.83,11.30,10.76,34.84,36.55,31.41,5905402900.0,化工-基础化学-石油贸易,工业用地;油品改革;深圳国资改革;广东国资改革;地方国资改革;粤港澳大湾区,6846,价升量涨||放量||阳线
603615.SH,茶花股份,11.42,10.89,11.56,10.85,11552431.0,-9.1,11.19,10.78,10.60,10.47,9.85,0.15,11.57,10.60,9.62,62.12,64.87,56.63,815251370.0,化工-化工合成材料-其他塑料制品,电子商务;二胎概念,798,放量||价跌量缩||旗形
300235.SZ,方直科技,11.4,11.08,11.44,11.08,5940935.0,-3.57,11.52,11.24,10.80,10.69,9.85,0.03,12.04,10.80,9.57,53.55,62.97,34.71,1173710570.0,信息服务-计算机应用-软件开发及服务,幼儿教育;儿童消费品;K12教育;在线教育;云计算;国产软件,2854,缩量||回调缩量||阴线
300539.SZ,横河模具,11.39,11.17,11.39,11.08,2789523.0,-1.41,11.34,11.45,11.60,12.26,10.71,-0.24,12.08,11.60,11.12,25.49,33.43,9.62,786817190.0,化工-化工合成材料-其他塑料制品,--,965,缩量||回调缩量||阴线
002583.SZ,海能达,11.38,11.58,11.76,11.23,17700746.0,1.67,11.40,11.29,11.12,11.08,10.43,0.01,11.75,11.12,10.50,65.58,58.6,79.56,12126175100.0,信息设备-通信设备-终端设备,安防;电子信息;骨传导;反恐;宽带中国;深股通;专网通信;世界杯;物联网平台层;物联网;互联网+;智慧城市;互联网金融;年报预增;MSCI预期;养老金持股;黑洞概念,2887,价升量涨||放量||阳线
300194.SZ,福安药业,11.38,9.92,11.51,9.92,159329710.0,-9.98,10.08,8.96,6.85,5.86,4.62,0.73,11.73,6.85,1.97,82.2,87.9,70.8,5949313600.0,医药生物-化学制药-化学制剂,抗艾滋病;抗肿瘤;仿制药;抗癌;医保目录;商誉减值;工业大麻,2953,放量||强中选强||旗形
300286.SZ,安科瑞,11.37,11.33,11.46,11.27,1332972.0,-0.79,11.36,11.20,11.14,11.20,10.24,-0.05,11.68,11.14,10.60,47.69,46.43,50.23,1988060200.0,机械设备-电气设备-电气自控设备,能源互联网;节能照明;智能电网,2656,缩量||价跌量缩||回调缩量
600882.SH,妙可蓝多,11.37,11.53,11.8,11.2,2870919.0,1.59,11.26,11.39,10.67,10.15,8.96,-0.06,12.44,10.67,8.89,48.85,54.64,37.27,4655030500.0,食品饮料-食品加工制造-乳品,蜱虫;股权转让;乳业,8538,价升量涨||放量||阳线
002423.SZ,中原特钢,11.36,11.34,11.75,11.22,10024386.0,2.16,11.27,11.39,11.39,11.52,10.74,-0.14,12.12,11.39,10.66,30.43,34.53,22.25,5703867800.0,机械设备-通用设备-机械基础件,郑州航空港;航天军工;中原经济区;轧板;金控平台;期货概念;特钢概念;军工;河南自贸区;中兵系;央企国资改革;中粮系;金改,3245,价升量涨||放量||月线长下影线
300140.SZ,中环装备,11.36,11.4,11.52,11.16,9305622.0,1.51,11.29,11.36,11.09,10.95,10.03,-0.09,11.88,11.09,10.30,38.24,45.94,22.85,2814476800.0,公用事业-环保工程-环保工程及服务,雄安新区;仪电仪表;新材料概念;特高压;智能电网;污水处理;农村环境治理;乡村振兴;脱硫脱硝;央企国资改革,3083,价升量涨||缩量||阳线
002129.SZ,中环股份,11.35,11.2,11.65,11.05,81801360.0,0.9,10.89,10.70,10.41,10.32,9.73,0.1,11.49,10.41,9.32,67.18,59.11,83.33,29615448000.0,机械设备-电气设备-电源设备,新材料概念;参股新三板;滨海新区;分布式发电;IGBT;融资融券;苹果概念;深股通;硅晶圆;转融券标的;太阳能;蓝宝石;地方国资改革;集成电路概念;光伏概念;MSCI预期;天津国资改革,4385,价升量涨||放量||阴线
002536.SZ,西泵股份,11.35,11.19,11.36,11.14,3826818.0,-1.41,11.32,11.28,11.13,11.07,10.99,0.02,11.60,11.13,10.66,49.11,57.74,31.85,3514937300.0,交运设备-汽车零部件-汽车零部件Ⅲ,高送转,3023,缩量||价跌量缩||回调缩量
002582.SZ,好想你,11.35,10.51,11.39,10.49,18123206.0,-7.07,11.10,10.75,10.46,10.08,9.35,0.03,11.46,10.46,9.45,60.86,68.58,45.41,2746912100.0,食品饮料-食品加工制造-食品综合,土地流转;村镇银行;商品新零售;休闲零食;电子商务;新零售;互联网+,2894,放量||月线长下影线||阴线
